date	dY	dC	dL	dI
2020-07-01	0.074757496362448	0.0852170105804859	0.0057803629154991	0.178946948710767
2020-10-01	0.0112713896570433	0.0134964712832257	0.00287769982761521	0.0385347500201476
2021-01-01	0.013861646534739	0.0224719035658811	0	-0.00140627365887269
2021-04-01	0.0168757135417632	0.0343483916864677	0.00286944242795295	-0.00228793937466421
2021-07-01	0.0082166791419187	0.00828541897969082	-0.00286944242795295	0.0495219142351289
2021-10-01	0.0170120230897144	0.00956377876536507	0	0.0827371450158196
2022-01-01	-0.00255123791295375	0.000920904936934974	-0.00576370471674981	0.0406956946030288
2022-04-01	0.00156424595085269	0.00815168140248446	0	-0.000577821698975356
2022-07-01	0.00719306332529257	0.00467887695733893	0	0.000165215043340439
2022-10-01	0.00687869135032315	0.00199202602602533	-0.00289435802636451	0.0260300138986302
2023-01-01	0.00721243669924831	0.0109987125290925	0	-0.0112750209336898
2023-04-01	0.00625909054801532	0.00372953297882006	-0.00290275965796161	0.0156860193426116
2023-07-01	0.0114700273960917	0.00757074737165553	0	0.0254242313607698
2023-10-01	0.00840514902646916	0.00748852890502505	0	0.0141181515174065
2024-01-01	0.0020964144146447	0.00429735805455778	-0.00291121020745866	-0.00118745484055793
2024-04-01	0.00881588854273652	0.00953335553681711	0	0.0258778274302323
2024-07-01	0.00821395314904905	0.0097093572791831	0	0.00754738329495908
2024-10-01	0.00458820492833034	0.00954859548330944	0	-0.0129190787958464
2025-01-01	-0.00162648605642168	0.00152448853556919	-0.00291971010333425	0.0544384260376081
2025-04-01	0.0094155316079565	0.00609306125482156	0	-0.0362085823993041
2025-07-01	0.0107059484026042	0.00848889196496749	0	0.011207929483577
2025-10-01	0.0012027225528044	0.00476977605820927	0	0.0149470738061606
